,index,ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,DIAMETREARBREAUNMETRE,ESPECE,GENRE_BOTA,PLU,SEVERITEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,ARBREDEVOIRIE,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,DEFAUT,Collet,Houppier,Racine,Tronc,latitude,longitude,TETEDECHAT,LIERRE,CEPEE
14872,14989,5,2004,2014,2014,ESP14219,20,nigra,Pinus,0,0,2,0,1,1,3,2,0,1,1,0,1,0,0,5.726924263670075,45.184245243446306,0,0,0
14873,14990,5,2004,2015,2016,ESP17198,80,acerifolia,Platanus,1,2,0,1,1,2,0,3,1,1,1,0,1,0,1,5.716206994517588,45.197156180467495,1,0,0
14874,14991,2,2004,2015,2018,ESP5746,10,cappadocicum,Acer,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.722758145575377,45.164530429673604,0,0,0
14875,14992,5,2004,2015,2018,ESP18957,20,minor,Ulmus,0,0,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7371080485245,45.19028391210169,0,0,0
14876,14993,3,2004,2014,2016,ESP11228,20,japonica,Sophora,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.718524027260967,45.1754839573986,0,0,0
14877,14994,2,2004,2015,2017,ESP5232,90,nigra,Populus,0,1,2,0,1,1,0,0,0,3,1,0,1,0,0,5.734231776986203,45.16800345345474,0,0,0
14878,14995,5,2004,2014,2016,ESP15008,0,serrulata,Prunus,0,2,0,0,1,1,0,0,0,1,1,0,1,0,0,5.740327809029113,45.19243460718894,0,0,0
14879,14996,5,2004,2014,2014,ESP16911,80,platyphyllos,Tilia,0,1,2,0,1,2,0,2,1,1,1,0,1,0,0,5.7270009880481725,45.187768926383384,0,0,0
14880,14997,1,2004,2013,2012,ESP19917,20,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.703227916799369,45.16327424486529,0,0,0
14881,14998,5,2004,2015,2015,ESP5979,10,japonica,Sophora,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.730681864980697,45.19159695229113,0,0,0
14882,14999,3,2005,2015,2018,ESP19797,10,campestris,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.724697313345969,45.17108761656604,0,0,0
14883,15000,5,2004,2015,2016,ESP17176,70,acerifolia,Platanus,1,2,0,1,1,2,0,3,1,0,1,0,1,0,0,5.717617460185249,45.19420472116606,1,0,0
14884,15001,1,2004,2013,2016,ESP6941,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.712940703859931,45.17059028249606,0,0,0
14885,15002,5,2004,2015,2017,ESP11952,30,acerifolia,Platanus,1,2,0,1,1,1,0,0,1,0,1,1,1,0,1,5.71728618435735,45.19656536179876,1,0,0
14886,15003,0,2005,2015,2018,ESP2571,10,tulipifera,Liriodendron,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.709046756003783,45.180151557333474,0,0,0
14887,15004,3,2004,2014,2016,ESP26649,30,tomentosa,Tilia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.72055748794942,45.16958890169989,0,0,0
14888,15005,5,2004,2015,2018,ESP23817,50,acerifolia,Platanus,1,1,3,1,1,1,0,0,1,3,1,0,1,0,1,5.7166701765434365,45.19807325344248,0,0,0
14889,15006,4,2004,2015,2016,ESP2185,70,acerifolia,Platanus,0,3,1,1,1,1,0,3,0,3,1,1,0,0,1,5.743395259354947,45.17266188619019,0,0,0
14890,15007,1,2004,2015,2017,ESP14441,50,japonica,Sophora,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.709885139492633,45.17319920584886,0,0,0
14891,15008,4,2004,2013,2016,ESP2922,50,australis,Celtis,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.735690861539078,45.17018106792458,0,0,0
14892,15009,5,2004,2015,2017,ESP27645,30,decurens,Libocedrus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.738230868404107,45.19444598248098,0,0,0
14893,15010,4,2013,2013,2019,ESP31789,10,castaneifolia,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.737303290519847,45.18319051148502,0,0,0
14894,15011,2,2004,2015,2020,ESP22905,40,saccharinum,Acer,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7291756574653805,45.16258145038566,0,0,0
14895,15012,3,2015,2015,2020,ESP33697,10,pumila,Malus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.718411319720701,45.17757885717544,0,0,0
14896,15013,1,2004,2013,2020,ESP10815,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.714883694481848,45.17608089861844,0,0,0
14897,15014,5,2004,2015,2018,ESP28135,50,acerifolia,Platanus,1,1,3,1,1,1,0,0,1,3,1,0,0,0,1,5.716942385816923,45.19855632840607,0,0,0
14898,15015,2,2004,2015,2016,ESP1780,90,?,Populus,0,4,0,0,1,1,0,3,0,1,1,1,1,1,1,5.729744514622709,45.16308267671027,0,0,0
14899,15016,3,2004,2014,2015,ESP19647,20,ceracifera,Prunus,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,5.740246007655484,45.175020885924894,0,0,0
14900,15017,1,2004,2015,2018,ESP29159,20,avium,Prunus,1,0,3,1,0,1,0,1,1,3,0,0,0,0,0,5.71688436178604,45.17742203084595,0,0,0
14901,15018,3,2004,2014,2016,ESP27203,50,robusta,Populus,0,3,0,0,1,1,0,0,0,1,1,0,1,0,0,5.731503517644428,45.1735094615203,0,0,0
14902,15019,5,2004,2014,2016,ESP19157,10,siliquastrum,Cercis,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,5.7338853272051775,45.191396404920454,0,0,0
14903,15020,1,2004,2014,2016,ESP3642,20,platanoides,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.714066756795222,45.17465924461614,0,0,0
14904,15021,2,2015,2015,2020,ESP32487,10,monspessulanum,Acer,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.731281344009096,45.16603730135892,0,0,0
14905,15022,3,2004,2014,2016,ESP11227,10,siliquastrum,Cercis,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5.71911682012103,45.17517306960875,0,0,0
14906,15023,4,2004,2015,2020,ESP18096,10,betulus,Carpinus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.7457835231640155,45.188349685045445,0,0,0
14907,15024,5,2004,2015,2017,ESP3116,0,betulus,Carpinus,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,5.721151715296179,45.1942947586779,0,0,0
14908,15025,4,2004,2014,2015,ESP28736,20,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.734482195615812,45.18280648919274,0,0,0
14909,15026,5,2009,2015,2017,ESP25234,10,lawsoniana,Chamaecyparis,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.741352146085235,45.19418115398882,0,0,1
14910,15027,2,2004,2015,2018,ESP25317,10,platanoides,Acer,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.727767413420249,45.15986725913102,0,0,0
14911,15028,3,2004,2015,2017,ESP24261,30,lawsoniana,Chamaecyparis,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.724900609657935,45.1699285516983,0,0,0
14912,15029,1,2004,2013,2015,ESP3617,40,minor,Ulmus,0,2,3,0,1,1,0,0,0,3,1,0,1,0,0,5.706181960737622,45.16400527260442,0,0,0
14913,15030,2,2004,2013,2017,ESP23545,20,tomentosa,Tilia,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.734494812221175,45.167517414441164,0,0,0
14914,15031,5,2004,2015,2025,ESP18486,10,tulipifera,Liriodendron,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.739268558615284,45.19482202873788,0,0,0
14915,15032,1,2009,2015,2017,ESP3208,10,tulipifera,Liriodendron,0,0,3,1,0,1,0,0,1,3,1,0,1,0,0,5.705097695525055,45.17205613468841,0,0,0
14916,15033,2,2004,2015,2017,ESP25262,10,utilis,Betula,0,1,3,1,1,1,0,1,1,3,1,0,0,0,1,5.725507657507964,45.164813724927285,0,0,0
14917,15034,2,2004,2014,2014,ESP27321,20,nigra,Pinus,0,0,3,1,1,1,2,1,0,3,0,0,0,0,0,5.739236600893954,45.159765962264466,0,0,0
14918,15035,3,2008,2013,2015,ESP14363,0,japonicum,Cercidiphyllum,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.7282884679579595,45.17925331494034,0,0,0
14919,15036,0,2014,2014,2019,ESP33596,10,serrulata,Prunus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.703860117455853,45.18441156508094,0,0,0
14920,15037,1,2014,2014,2019,ESP33538,10,vulgaris,Syringa,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,5.7034826693901435,45.17059877575997,0,0,0
14921,15038,3,2004,2015,2016,ESP6344,20,nigra,Pinus,0,0,3,0,1,1,2,0,0,3,0,0,0,0,0,5.722685527153747,45.169395144344605,0,0,0
14922,15039,1,2004,2013,2015,ESP13807,50,acerifolia,Platanus,0,0,3,1,1,1,0,3,0,3,1,0,1,0,0,5.711264762738316,45.165590270214935,1,0,0
14923,15040,1,2004,2015,2017,ESP19273,60,platanoides,Acer,0,1,2,0,1,2,0,0,0,1,1,0,1,0,0,5.704094425247296,45.170205136754475,1,0,0
14924,15041,3,2004,2013,2015,ESP20722,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.719311473156381,45.16076729717452,0,0,0
14925,15042,2,2004,2015,2019,ESP2379,10,colurna,Corylus,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.7218640080570715,45.16532703353019,0,0,0
14926,15043,4,2005,2015,2017,ESP9015,10,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.732974460880915,45.185496196507266,0,0,0
14927,15044,2,2004,2015,2017,ESP15593,10,serrulata,Prunus,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7304920441395035,45.16266735107277,0,0,0
14928,15045,0,2004,2013,2015,ESP17120,0,saccharinum,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.711576243068578,45.19092588393059,0,0,0
14929,15046,4,2004,2015,2018,ESP25889,30,acerifolia,Platanus,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.74233715070407,45.18775090689949,0,0,0
14930,15047,5,2004,2015,2017,ESP10047,20,acerifolia,Platanus,1,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.71848386881282,45.194752711280046,0,0,0
14931,15048,5,2004,2015,2017,ESP21807,30,campestris,Acer,0,0,3,0,1,1,0,0,0,3,1,0,0,0,1,5.7381407235093675,45.18932489240508,0,0,0
14932,15049,4,2004,2015,2017,ESP20247,10,betulus,Carpinus,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.742396113794416,45.18924757258964,0,0,0
14933,15050,5,2004,2014,2016,ESP11405,20,cordata,Tilia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.730699917920725,45.18409765296291,0,0,0
14934,15051,1,2004,2013,2012,ESP7266,60,acerifolia,Platanus,0,1,2,0,1,1,0,0,0,3,0,0,0,0,0,5.704768858500786,45.16450076267597,0,0,0
14935,15052,4,2004,2015,2017,ESP18331,0,betulus,Carpinus,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,5.7324065753864435,45.16923639183209,0,0,0
14936,15053,3,2004,2014,2017,ESP14316,40,baccata,Taxus,0,1,3,0,1,1,0,2,0,3,1,1,1,0,0,5.739554520806983,45.17453201852021,0,0,0
14937,15054,3,2004,2014,2016,ESP3604,20,grandiflora,Magnolia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.7190045692852,45.16164925482862,0,0,0
14938,15055,4,2004,2014,2015,ESP7103,40,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7487388343529044,45.17974263193834,0,0,0
14939,15056,5,2004,2015,2017,ESP25216,60,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7445390790455635,45.19271212927747,0,0,0
14940,15057,2,2004,2013,2017,ESP20519,50,sylvatica,Fagus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.733530404277516,45.167065879275675,0,0,0
14941,15058,5,2004,2015,2020,ESP18851,10,cordata,Alnus,0,2,3,0,1,1,0,1,0,1,1,0,1,0,0,5.737106433846338,45.19004791698017,0,0,0
14942,15059,5,2004,2015,2020,ESP2601,40,frainetto,Quercus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.743886498600963,45.19485930874235,0,0,0
14943,15060,2,2004,2013,2016,ESP25141,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.716415011829007,45.16162665368184,0,0,0
14944,15061,0,2014,2014,2020,ESP32891,10,paniculata,Koelreuteria,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.719948483199571,45.1911653611984,0,0,0
14945,15062,4,2004,2015,2017,ESP29384,10,excelsior,Fraxinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.740074236025635,45.1908277190598,0,0,0
14946,15063,4,2004,2015,2017,ESP19871,90,acerifolia,Platanus,0,1,3,0,1,2,0,1,0,3,1,0,1,0,0,5.743253095069662,45.18831159619384,0,0,0
14947,15064,3,2004,2013,2015,ESP25534,10,hippocastanum,Aesculus,0,1,2,0,1,0,0,0,0,3,1,1,0,1,1,5.739068028432539,45.17337079613213,0,0,0
14948,15065,1,2012,2015,2016,ESP12515,10,buergerianum,Acer,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.7067735807068125,45.17755528465971,0,0,0
14949,15066,0,2004,2014,2014,ESP31200,10,nigra,Populus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.712250509826626,45.19990960495629,0,0,0
14950,15067,1,2004,2013,2017,ESP26532,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,1,0,0,0,1,5.713355019533293,45.173396218145406,0,0,0
14951,15068,4,2004,2015,2020,ESP20129,10,excelsior,Fraxinus,0,0,3,0,1,1,0,1,1,1,0,0,0,0,0,5.746617668137222,45.17514235216827,0,0,0
14952,15069,4,2004,2014,2014,ESP22189,40,nigra,Populus,0,2,2,0,1,1,0,2,0,1,1,1,1,0,0,5.734699209431059,45.17099348808956,0,0,0
14953,15070,4,2004,2013,2015,ESP14772,20,calleryana,Pyrus,0,0,3,0,1,1,0,3,0,3,0,0,0,0,0,5.737159242976103,45.16917458235117,0,0,0
14954,15071,2,2004,2015,2017,ESP11873,60,nigra,Populus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.733981096120281,45.16835180146617,0,0,0
14955,15072,4,2004,2015,2017,ESP15195,20,nigra,Sambuccus,0,2,0,0,1,1,0,0,0,1,1,1,0,0,1,5.739474402960574,45.18921978992052,0,0,0
14956,15073,5,2004,2015,2016,ESP2650,10,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.720994378759192,45.18069289380666,0,0,0
14957,15074,3,2004,2015,2018,ESP30121,10,tomentosa,Tilia,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.719382899501433,45.179337856412516,0,0,0
14958,15075,2,2004,2015,2017,ESP12174,0,verrucosa,Betula,0,0,3,0,0,0,0,0,0,3,1,0,0,0,1,5.727123740693581,45.1639654883695,0,0,0
14959,15076,2,2004,2015,2017,ESP21676,10,verrucosa,Betula,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.727688452121461,45.163896212830146,0,1,0
14960,15077,2,2006,2015,2020,ESP27361,10,tulipifera,Liriodendron,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.724026755735441,45.167228998273224,0,0,0
14961,15078,2,2004,2015,2017,ESP10562,20,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.721507485526461,45.16269409300696,0,0,0
14962,15079,2,2004,2015,2017,ESP4607,20,tulipifera,Liriodendron,0,0,3,1,1,0,0,0,1,3,0,0,0,0,0,5.723932258717274,45.16573672030523,0,0,0
14963,15080,4,2004,2015,2020,ESP3440,20,?,Acer,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.741503048868243,45.18944745923668,0,1,0
14964,15081,4,2004,2015,2017,ESP10632,20,?,Carpinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737384119311344,45.17252788124303,0,0,0
14965,15082,5,2004,2014,2014,ESP28230,30,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.739333053628282,45.19931742299056,0,0,0
14966,15083,1,2004,2013,2015,ESP13944,40,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7040587982196005,45.16452126458951,0,0,0
14967,15084,4,2004,2015,2017,ESP4910,10,pseudoacacia,Robinia,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,5.739610473002902,45.18938815174037,0,1,0
14968,15085,4,2004,2013,2016,ESP21620,70,deodara,Cedrus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.7368558920541775,45.170578914719776,0,0,0
14969,15086,2,2004,2015,2017,ESP9639,10,utilis,Betula,0,1,3,1,1,1,0,1,1,3,1,0,0,0,1,5.725444946361027,45.166215695384594,0,0,0
14970,15087,5,2005,2015,2017,ESP13432,10,paniculata,Koelreuteria,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.7312539429672436,45.183971549700885,0,0,0
14971,15088,4,2004,2014,2015,ESP8676,50,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.734415268619532,45.16855381510051,0,0,0
14972,15089,5,2004,2014,2014,ESP23110,40,serrulata,Prunus,0,1,2,0,1,1,0,2,0,1,1,1,1,1,0,5.736638940117518,45.19457383820419,0,0,0
14973,15090,2,2004,2015,2017,ESP2427,50,pseudoacacia,Robinia,0,1,3,0,1,1,0,0,0,3,1,1,0,0,0,5.729396358208789,45.1642468398561,0,0,0
14974,15091,1,2004,2014,2014,ESP9878,20,nigra,Pinus,0,0,3,0,1,1,3,2,0,3,1,0,1,0,0,5.706691714949521,45.175797096070326,0,0,0
14975,15092,2,2004,2015,2018,ESP4654,30,atlantica,Cedrus,0,1,3,0,1,1,3,0,1,1,1,1,1,0,1,5.7256573619009385,45.16302824550727,0,0,0
14976,15093,4,2004,2014,2014,ESP23755,70,acerifolia,Platanus,0,3,0,0,1,1,0,0,0,3,1,0,0,1,0,5.746521245511755,45.17860652119647,0,0,0
14977,15094,5,2004,2015,2017,ESP9990,10,calleryana,Pyrus,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,5.740776954860558,45.19527887948735,0,0,0
14978,15095,4,2004,2015,2017,ESP21853,10,petraea,Quercus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.742817838116664,45.17450862863198,0,0,0
14979,15096,2,2004,2014,2014,ESP5323,50,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7335024457548975,45.152529078430376,0,0,0
14980,15097,4,2004,2015,2017,ESP31061,10,sylvestris,Pinus,0,0,3,0,1,0,3,1,0,3,0,0,0,0,0,5.743221453926617,45.17600741326986,0,0,0
14981,15098,1,2004,2013,2015,ESP7905,40,atlantica,Cedrus,1,0,3,0,1,1,2,0,0,3,0,0,0,0,0,5.71328238228578,45.17285331103725,0,0,0
14982,15099,0,2004,2014,2014,ESP27993,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.71347291273406,45.19436514424956,0,0,0
14983,15100,1,2004,2013,2018,ESP8953,20,acerifolia,Platanus,0,0,3,1,0,1,0,1,1,3,0,0,0,0,0,5.710832099187488,45.164033723538964,0,0,0
14984,15101,0,2004,2015,2017,ESP10657,10,grandiflora,Magnolia,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.713393622394918,45.19153940618855,0,0,0
14985,15102,5,2004,2014,2014,ESP2715,10,nigra,Populus,0,2,2,0,1,1,0,2,0,0,1,0,1,1,0,5.7295237669553645,45.18467278818787,0,0,0
14986,15103,5,2004,2013,2015,ESP30136,50,tomentosa,Tilia,0,1,2,1,1,1,0,0,0,1,1,0,0,1,0,5.724218324554947,45.186924982266554,0,0,0
14987,15104,4,2004,2013,2015,ESP31163,70,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.743373802199278,45.16877740110595,0,0,0
14988,15105,5,2004,2015,2017,ESP27064,40,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.740343854148634,45.19563972003368,0,0,0
14989,15106,3,2004,2014,2014,ESP24681,50,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,0,1,0,0,5.721466631276656,45.1763921341026,0,0,0
14990,15107,1,2004,2013,2012,ESP22946,30,biloba,Ginkgo,0,2,0,0,1,1,0,0,0,3,1,0,1,0,0,5.704852175074585,45.16518252104121,0,0,0
14991,15108,3,2004,2015,2017,ESP21764,20,sylvestris,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.741412342620944,45.174562074291806,0,0,0
14992,15109,5,2004,2014,2015,ESP29977,50,campestris,Acer,0,1,2,0,1,1,0,2,0,1,0,0,0,0,0,5.738605367019634,45.19219003937567,0,0,0
14993,15110,0,2014,2014,2020,ESP33188,10,floribunda,Malus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.704516296904297,45.18572462614016,0,0,0
14994,15111,4,2004,2015,2017,ESP7063,20,excelsior,Fraxinus,0,1,3,1,1,1,0,1,1,3,1,0,1,0,0,5.74739489531963,45.175267743362284,0,0,0
14995,15112,2,2005,2015,2017,ESP8590,10,saccharinum,Acer,0,0,3,0,1,0,0,0,1,3,1,0,0,0,1,5.727044335504675,45.16643059615212,0,0,0
14996,15113,5,2004,2013,2014,ESP11522,50,tomentosa,Tilia,0,1,2,1,1,1,0,1,1,1,0,0,0,0,0,5.723836867571843,45.18748233299596,0,0,0
14997,15114,4,2004,2013,2016,ESP1692,20,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.743998926315349,45.171126889033786,0,0,0
14998,15115,3,2004,2015,2017,ESP2845,20,nigra,Pinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.717503375705681,45.175422394692745,0,0,0
14999,15116,3,2004,2015,2017,ESP25576,10,betulus,Carpinus,0,0,3,0,1,1,0,0,0,1,1,0,0,0,1,5.727026373269916,45.17057252778906,0,0,0
15000,15117,4,2004,2013,2016,ESP2475,20,?,Pinus,0,1,2,0,1,1,3,2,0,1,0,0,0,0,0,5.7365102482614665,45.170933204042086,0,0,0
15001,15118,4,2004,2015,2017,ESP16665,10,serrulata,Prunus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7416639691532545,45.17228499339674,0,0,0
15002,15119,2,2004,2015,2017,ESP5127,10,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.73280521562531,45.1679866652929,0,0,0
15003,15120,5,2004,2014,2014,ESP11477,10,serrulata,Prunus,0,0,2,0,1,1,0,2,0,3,0,0,0,0,0,5.740019557450532,45.19199326130271,0,0,0
15004,15121,2,2015,2015,2020,ESP32513,10,serrata,Zelkova,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.730862750469558,45.16549824924307,0,0,0
15005,15122,4,2004,2014,2015,ESP20608,90,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.735058676423373,45.16872224055417,0,0,0
15006,15123,5,2004,2014,2015,ESP25372,20,plicata,Thuja,0,0,2,0,1,1,0,2,0,3,0,0,0,0,0,5.735224322543621,45.19578674598253,0,0,0
15007,15124,2,2004,2015,2017,ESP25092,10,utilis,Betula,0,0,3,0,1,1,0,1,1,3,0,0,0,0,0,5.72562256208498,45.167082056502416,0,0,0
15008,15125,4,2004,2015,2017,ESP15821,10,excelsior,Fraxinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.739926414726485,45.190930179558116,0,0,0
15009,15126,4,2004,2015,2017,ESP9795,10,campestris,Acer,0,1,2,1,1,1,0,1,0,1,1,0,1,0,0,5.73384190580384,45.170736564424445,0,0,0
15010,15127,0,2004,2015,2017,ESP6711,0,paniculata,Koelreuteria,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,5.710562023330426,45.195345755046,0,0,0
15011,15128,5,2004,2013,2015,ESP13521,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.736266032149862,45.18713634667615,0,0,0
15012,15129,2,2004,2015,2017,ESP2398,0,utilis,Betula,0,0,3,0,1,1,0,1,1,3,0,0,0,0,0,5.725522617297917,45.16804544555871,0,0,0
15013,15130,5,2004,2014,2017,ESP27562,20,carnea,Aesculus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.729409268367335,45.184558789664834,0,0,0
15014,15131,2,2004,2015,2017,ESP8105,10,utilis,Betula,0,1,3,0,1,1,0,1,1,3,1,0,1,0,1,5.725659432154891,45.1655153459629,0,0,0
15015,15132,5,2004,2015,2017,ESP22807,50,acerifolia,Platanus,0,1,2,0,1,1,0,3,0,1,1,0,1,0,0,5.719623391509656,45.193872836824454,1,0,0
15016,15133,1,2004,2014,2014,ESP3249,10,campestris,Acer,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.707155223616519,45.16114319674686,0,0,0
15017,15134,4,2004,2013,2017,ESP29785,70,acerifolia,Platanus,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.736002388643192,45.169041347226525,0,0,0
15018,15135,2,2004,2015,2017,ESP25835,40,sylvatica,Fagus,0,0,3,0,1,1,0,1,1,3,0,0,0,0,0,5.721869919035675,45.16308021543341,0,0,0
15019,15136,5,2009,2014,2014,ESP8855,40,acerifolia,Platanus,0,0,3,1,0,1,0,0,1,3,1,0,0,0,1,5.7276588030247,45.18551194097572,0,0,0
15020,15137,5,2004,2015,2017,ESP28348,40,?,Pinus,0,0,3,0,1,1,2,0,0,3,0,0,0,0,0,5.7209852874081415,45.194691361691724,0,0,0
15021,15138,2,2004,2015,2017,ESP9774,40,nigra,Pinus,0,1,2,0,1,1,3,0,1,3,1,0,0,0,1,5.7218217355504075,45.163251995550795,0,0,0
15022,15139,3,2004,2014,2016,ESP3805,30,japonica,Sophora,0,0,3,1,1,1,0,0,0,3,1,0,0,1,0,5.718596661880626,45.17560341515104,0,0,0
15023,15140,5,2004,2014,2014,ESP6881,10,campestris,Acer,0,1,2,0,1,1,0,2,0,1,1,0,1,0,0,5.727275589888062,45.18441046783466,0,0,0
15024,15141,5,2004,2013,2016,ESP19124,120,acerifolia,Platanus,1,1,2,0,1,1,0,0,0,1,1,1,1,1,1,5.735824167939504,45.19509164624564,0,0,0
15025,15142,5,2004,2015,2016,ESP3105,10,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.726551786016914,45.181743291107786,0,0,0
15026,15143,2,2004,2015,2019,ESP8085,10,colurna,Corylus,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.722839057496215,45.1661948054137,0,0,0
15027,15144,1,2004,2013,2015,ESP6939,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.713716558484181,45.17290036234371,0,0,0
